"","date","total_points","event_id.x","player_id","minigame_level","missed_safe_invitations","accepted_unsafe_invitations","initial_date","time_since_initial","avatar_age","avatar_gender","avatar_id","event_id.y"
"37",2013-03-07,45,911,6427004,0,0,0,2013-03-07,0,13,"Female","African American",602
"38",2013-03-07,48,911,6427004,1,0,1,2013-03-07,0,13,"Female","African American",602
"39",2013-03-12,36,911,6427004,8,0,1,2013-03-07,0.714285714285714,13,"Female","African American",602
"40",2013-03-14,53,911,6427004,5,0,0,2013-03-07,1,13,"Female","African American",602
"41",2013-03-14,38,911,6427004,7,0,1,2013-03-07,1,13,"Female","African American",602
"42",2013-03-19,45,911,6427004,2,0,2,2013-03-07,1.71428571428571,13,"Female","African American",602
"43",2013-03-19,37,911,6427004,3,0,0,2013-03-07,1.71428571428571,13,"Female","African American",602
"44",2013-03-19,37,911,6427004,2,0,0,2013-03-07,1.71428571428571,13,"Female","African American",602
"45",2013-03-19,35,911,6427004,1,0,0,2013-03-07,1.71428571428571,13,"Female","African American",602
"46",2013-03-19,19,911,6427004,7,1,0,2013-03-07,1.71428571428571,13,"Female","African American",602
"47",2013-03-19,25,911,6427004,8,1,0,2013-03-07,1.71428571428571,13,"Female","African American",602
"48",2013-03-19,43,911,6427004,7,0,0,2013-03-07,1.71428571428571,13,"Female","African American",602
"49",2013-03-19,49,911,6427004,8,0,2,2013-03-07,1.71428571428571,13,"Female","African American",602
"50",2013-03-19,48,911,6427004,8,0,0,2013-03-07,1.71428571428571,13,"Female","African American",602
"51",2013-03-21,27,911,6427004,6,0,0,2013-03-07,2,13,"Female","African American",602
"52",2013-03-21,45,911,6427004,9,0,2,2013-03-07,2,13,"Female","African American",602
"53",2013-03-21,4,911,6427004,9,1,1,2013-03-07,2,13,"Female","African American",602
"54",2013-03-21,34,911,6427004,9,0,0,2013-03-07,2,13,"Female","African American",602
"55",2013-03-26,5,911,6427004,4,0,0,2013-03-07,2.71428571428571,13,"Female","African American",602
"56",2013-04-02,31,911,6427004,4,0,1,2013-03-07,3.71428571428571,13,"Female","African American",602
"57",2013-04-02,18,911,6427004,4,0,1,2013-03-07,3.71428571428571,13,"Female","African American",602
"58",2013-04-02,10,911,6427004,6,0,1,2013-03-07,3.71428571428571,13,"Female","African American",602
"59",2013-04-02,2,911,6427004,6,0,0,2013-03-07,3.71428571428571,13,"Female","African American",602
"60",2013-04-02,0,911,6427004,6,0,0,2013-03-07,3.71428571428571,13,"Female","African American",602
"61",2013-04-02,13,911,6427004,4,0,0,2013-03-07,3.71428571428571,13,"Female","African American",602
"62",2013-04-02,30,911,6427004,6,0,0,2013-03-07,3.71428571428571,13,"Female","African American",602
"63",2013-04-02,26,911,6427004,6,0,0,2013-03-07,3.71428571428571,13,"Female","African American",602
"64",2013-04-02,23,911,6427004,6,0,0,2013-03-07,3.71428571428571,13,"Female","African American",602
"65",2013-04-02,24,911,6427004,6,0,0,2013-03-07,3.71428571428571,13,"Female","African American",602
"66",2013-04-02,-4,911,6427004,4,1,0,2013-03-07,3.71428571428571,13,"Female","African American",602
"67",2013-04-04,26,911,6427004,6,0,0,2013-03-07,4,13,"Female","African American",602
"68",2013-04-04,5,911,6427004,4,0,0,2013-03-07,4,13,"Female","African American",602
"69",2013-04-04,34,911,6427004,6,0,0,2013-03-07,4,13,"Female","African American",602
"70",2013-04-04,44,911,6427004,6,0,1,2013-03-07,4,13,"Female","African American",602
"71",2013-04-04,45,911,6427004,6,0,0,2013-03-07,4,13,"Female","African American",602
"72",2013-04-04,20,911,6427004,4,0,0,2013-03-07,4,13,"Female","African American",602
"73",2013-03-07,-11,911,6427005,0,0,1,2013-03-07,0,13,"Male","Hispanic",602
"74",2013-03-07,10,911,6427005,0,0,0,2013-03-07,0,13,"Male","Hispanic",602
"75",2013-03-07,-5,911,6427005,0,1,2,2013-03-07,0,13,"Male","Hispanic",602
"76",2013-03-07,14,911,6427005,0,0,1,2013-03-07,0,13,"Male","Hispanic",602
"77",2013-03-07,6,911,6427005,0,0,0,2013-03-07,0,13,"Male","Hispanic",602
"78",2013-03-07,25,911,6427005,0,1,1,2013-03-07,0,13,"Male","Hispanic",602
"79",2013-03-07,14,911,6427005,0,0,1,2013-03-07,0,13,"Male","Hispanic",602
"80",2013-03-07,45,911,6427005,0,0,0,2013-03-07,0,13,"Male","Hispanic",602
"81",2013-03-07,45,911,6427006,0,0,0,2013-03-07,0,13,"Female","African American",602
"82",2013-03-07,59,911,6427006,1,0,2,2013-03-07,0,13,"Female","African American",602
"83",2013-03-07,37,911,6427006,1,0,0,2013-03-07,0,13,"Female","African American",602
"84",2013-03-14,47,911,6427006,5,0,0,2013-03-07,1,13,"Female","African American",602
"85",2013-03-14,38,911,6427006,2,0,1,2013-03-07,1,13,"Female","African American",602
"86",2013-03-14,15,911,6427006,2,0,0,2013-03-07,1,13,"Female","African American",602
"87",2013-03-14,13,911,6427006,2,0,0,2013-03-07,1,13,"Female","African American",602
"88",2013-03-21,7,911,6427006,3,1,0,2013-03-07,2,13,"Female","African American",602
"89",2013-03-21,11,911,6427006,3,1,0,2013-03-07,2,13,"Female","African American",602
"90",2013-03-21,43,911,6427006,3,0,1,2013-03-07,2,13,"Female","African American",602
"91",2013-03-21,21,911,6427006,7,1,0,2013-03-07,2,13,"Female","African American",602
"92",2013-03-21,42,911,6427006,8,0,2,2013-03-07,2,13,"Female","African American",602
"93",2013-03-21,32,911,6427006,8,0,0,2013-03-07,2,13,"Female","African American",602
"94",2013-04-02,48,911,6427006,6,0,0,2013-03-07,3.71428571428571,13,"Female","African American",602
"95",2013-04-02,49,911,6427006,9,0,0,2013-03-07,3.71428571428571,13,"Female","African American",602
"96",2013-04-09,43,911,6427006,7,0,0,2013-03-07,4.71428571428571,13,"Female","African American",602
"97",2013-04-11,32,911,6427006,2,0,0,2013-03-07,5,13,"Female","African American",602
"98",2013-04-11,-1,911,6427006,3,0,0,2013-03-07,5,13,"Female","African American",602
"99",2013-04-11,18,911,6427006,3,0,1,2013-03-07,5,13,"Female","African American",602
"100",2013-04-11,42,911,6427006,3,0,0,2013-03-07,5,13,"Female","African American",602
"101",2013-04-25,24,911,6427006,4,0,1,2013-03-07,7,13,"Female","African American",602
"102",2013-04-25,18,911,6427006,4,0,0,2013-03-07,7,13,"Female","African American",602
"103",2013-04-25,24,911,6427006,4,0,1,2013-03-07,7,13,"Female","African American",602
"104",2013-04-25,16,911,6427006,4,0,0,2013-03-07,7,13,"Female","African American",602
"105",2013-04-25,3,911,6427006,4,0,0,2013-03-07,7,13,"Female","African American",602
"106",2013-04-25,13,911,6427006,4,1,0,2013-03-07,7,13,"Female","African American",602
"107",2013-04-25,31,911,6427006,4,0,0,2013-03-07,7,13,"Female","African American",602
"108",2013-03-07,33,911,6427007,0,0,0,2013-03-07,0,14,"Male","African American",602
"109",2013-03-07,43,911,6427007,0,0,0,2013-03-07,0,14,"Male","African American",602
"110",2013-03-07,45,911,6427008,0,0,1,2013-03-07,0,13,"Male","African American",602
"111",2013-03-07,45,911,6427008,0,0,0,2013-03-07,0,13,"Male","African American",602
"112",2013-03-07,0,911,6427008,1,3,1,2013-03-07,0,13,"Male","African American",602
"113",2013-03-21,12,911,6427008,1,1,0,2013-03-07,2,13,"Male","African American",602
"114",2013-03-21,-5,911,6427008,1,2,0,2013-03-07,2,13,"Male","African American",602
"115",2013-03-21,12,911,6427008,1,1,0,2013-03-07,2,13,"Male","African American",602
"116",2013-03-21,54,911,6427008,1,0,2,2013-03-07,2,13,"Male","African American",602
"117",2013-03-21,32,911,6427008,1,0,0,2013-03-07,2,13,"Male","African American",602
"118",2013-04-09,28,911,6427008,8,2,1,2013-03-07,4.71428571428571,13,"Male","African American",602
"119",2013-04-09,37,911,6427008,2,0,2,2013-03-07,4.71428571428571,13,"Male","African American",602
"120",2013-04-09,-9,911,6427008,7,1,1,2013-03-07,4.71428571428571,13,"Male","African American",602
"121",2013-04-23,21,911,6427008,2,1,0,2013-03-07,6.71428571428571,13,"Male","African American",602
"122",2013-04-23,21,911,6427008,2,1,0,2013-03-07,6.71428571428571,13,"Male","African American",602
"123",2013-04-23,21,911,6427008,7,1,0,2013-03-07,6.71428571428571,13,"Male","African American",602
"124",2013-04-23,21,911,6427008,7,1,0,2013-03-07,6.71428571428571,13,"Male","African American",602
"125",2013-04-23,48,911,6427008,3,0,2,2013-03-07,6.71428571428571,13,"Male","African American",602
"126",2013-04-23,48,911,6427008,3,0,2,2013-03-07,6.71428571428571,13,"Male","African American",602
"127",2013-04-23,24,911,6427008,2,0,1,2013-03-07,6.71428571428571,13,"Male","African American",602
"128",2013-04-23,24,911,6427008,2,0,1,2013-03-07,6.71428571428571,13,"Male","African American",602
"129",2013-04-23,7,911,6427008,3,0,1,2013-03-07,6.71428571428571,13,"Male","African American",602
"130",2013-04-23,7,911,6427008,3,0,1,2013-03-07,6.71428571428571,13,"Male","African American",602
"131",2013-04-23,51,911,6427008,8,0,2,2013-03-07,6.71428571428571,13,"Male","African American",602
"132",2013-04-23,51,911,6427008,8,0,2,2013-03-07,6.71428571428571,13,"Male","African American",602
"133",2013-04-25,47,911,6427008,5,0,0,2013-03-07,7,13,"Male","African American",602
"134",2013-03-14,4,911,6427010,0,0,0,2013-03-12,0.285714285714286,13,"Male","African American",602
"135",2013-03-14,7,911,6427010,0,0,0,2013-03-12,0.285714285714286,13,"Male","African American",602
"136",2013-03-14,-4,911,6427010,0,1,0,2013-03-12,0.285714285714286,13,"Male","African American",602
"137",2013-03-14,10,911,6427010,0,0,0,2013-03-12,0.285714285714286,13,"Male","African American",602
"138",2013-03-27,45,911,6427011,0,0,0,2013-03-27,0,14,"Male","African American",602
"139",2013-03-27,48,911,6427011,1,0,1,2013-03-27,0,14,"Male","African American",602
"140",2013-04-01,46,911,6427011,2,0,1,2013-03-27,0.714285714285714,14,"Male","African American",602
"141",2013-04-01,48,911,6427011,8,1,1,2013-03-27,0.714285714285714,14,"Male","African American",602
"142",2013-04-03,29,911,6427011,3,1,0,2013-03-27,1,14,"Male","African American",602
"143",2013-04-03,44,911,6427011,5,1,0,2013-03-27,1,14,"Male","African American",602
"144",2013-04-03,17,911,6427011,7,1,0,2013-03-27,1,14,"Male","African American",602
"145",2013-04-08,44,911,6427011,6,0,1,2013-03-27,1.71428571428571,14,"Male","African American",602
"146",2013-04-08,19,911,6427011,7,1,0,2013-03-27,1.71428571428571,14,"Male","African American",602
"147",2013-04-08,39,911,6427011,2,0,1,2013-03-27,1.71428571428571,14,"Male","African American",602
"148",2013-04-08,38,911,6427011,3,0,1,2013-03-27,1.71428571428571,14,"Male","African American",602
"149",2013-04-08,55,911,6427011,8,0,2,2013-03-27,1.71428571428571,14,"Male","African American",602
"150",2013-04-08,48,911,6427011,8,0,0,2013-03-27,1.71428571428571,14,"Male","African American",602
"151",2013-04-08,32,911,6427011,1,2,2,2013-03-27,1.71428571428571,14,"Male","African American",602
"152",2013-04-08,48,911,6427011,1,0,1,2013-03-27,1.71428571428571,14,"Male","African American",602
"153",2013-04-08,52,911,6427011,1,0,1,2013-03-27,1.71428571428571,14,"Male","African American",602
"154",2013-04-08,41,911,6427011,1,0,0,2013-03-27,1.71428571428571,14,"Male","African American",602
"155",2013-04-10,32,911,6427011,9,1,1,2013-03-27,2,14,"Male","African American",602
"156",2013-04-10,29,911,6427011,9,0,1,2013-03-27,2,14,"Male","African American",602
"157",2013-04-10,37,911,6427011,9,0,0,2013-03-27,2,14,"Male","African American",602
"158",2013-04-10,41,911,6427011,3,0,0,2013-03-27,2,14,"Male","African American",602
"159",2013-04-10,45,911,6427011,5,0,0,2013-03-27,2,14,"Male","African American",602
"160",2013-04-10,9,911,6427011,7,2,0,2013-03-27,2,14,"Male","African American",602
"161",2013-04-10,43,911,6427011,7,0,0,2013-03-27,2,14,"Male","African American",602
"162",2013-04-10,38,911,6427011,2,0,1,2013-03-27,2,14,"Male","African American",602
"163",2013-04-10,41,911,6427011,2,0,2,2013-03-27,2,14,"Male","African American",602
"164",2013-04-10,17,911,6427011,2,0,0,2013-03-27,2,14,"Male","African American",602
"165",2013-05-06,24,911,6427011,6,0,1,2013-03-27,5.71428571428571,14,"Male","African American",602
"166",2013-05-06,41,911,6427011,2,0,0,2013-03-27,5.71428571428571,14,"Male","African American",602
"167",2013-05-06,-11,911,6427011,4,1,0,2013-03-27,5.71428571428571,14,"Male","African American",602
"168",2013-05-06,12,911,6427011,4,0,1,2013-03-27,5.71428571428571,14,"Male","African American",602
"169",2013-05-06,10,911,6427011,4,0,0,2013-03-27,5.71428571428571,14,"Male","African American",602
"170",2013-05-06,8,911,6427011,4,0,0,2013-03-27,5.71428571428571,14,"Male","African American",602
"171",2013-05-06,34,911,6427011,6,0,0,2013-03-27,5.71428571428571,14,"Male","African American",602
"172",2013-05-06,8,911,6427011,4,0,0,2013-03-27,5.71428571428571,14,"Male","African American",602
"173",2013-05-06,10,911,6427011,4,0,0,2013-03-27,5.71428571428571,14,"Male","African American",602
"174",2013-05-06,12,911,6427011,4,0,1,2013-03-27,5.71428571428571,14,"Male","African American",602
"175",2013-05-13,20,911,6427011,4,0,0,2013-03-27,6.71428571428571,14,"Male","African American",602
"176",2013-05-13,9,911,6427011,6,0,1,2013-03-27,6.71428571428571,14,"Male","African American",602
"177",2013-05-13,24,911,6427011,6,0,0,2013-03-27,6.71428571428571,14,"Male","African American",602
"178",2013-05-13,34,911,6427011,6,0,0,2013-03-27,6.71428571428571,14,"Male","African American",602
"179",2013-03-25,39,911,6427012,0,0,0,2013-03-25,0,14,"Female","African American",602
"180",2013-03-25,45,911,6427012,0,0,0,2013-03-25,0,14,"Female","African American",602
"181",2013-03-25,9,911,6427012,1,2,0,2013-03-25,0,14,"Female","African American",602
"182",2013-03-25,32,911,6427012,1,1,1,2013-03-25,0,14,"Female","African American",602
"183",2013-03-25,39,911,6427012,1,0,0,2013-03-25,0,14,"Female","African American",602
"184",2013-04-01,57,911,6427012,5,0,0,2013-03-25,1,14,"Female","African American",602
"185",2013-04-01,27,911,6427012,2,0,0,2013-03-25,1,14,"Female","African American",602
"186",2013-04-01,43,911,6427012,7,0,0,2013-03-25,1,14,"Female","African American",602
"187",2013-04-01,51,911,6427012,8,0,1,2013-03-25,1,14,"Female","African American",602
"188",2013-04-03,15,911,6427012,3,1,1,2013-03-25,1.28571428571429,14,"Female","African American",602
"189",2013-04-03,7,911,6427012,3,1,0,2013-03-25,1.28571428571429,14,"Female","African American",602
"190",2013-04-03,31,911,6427012,6,0,0,2013-03-25,1.28571428571429,14,"Female","African American",602
"191",2013-04-03,44,911,6427012,9,0,0,2013-03-25,1.28571428571429,14,"Female","African American",602
"192",2013-04-10,41,911,6427012,3,0,0,2013-03-25,2.28571428571429,14,"Female","African American",602
"193",2013-04-10,53,911,6427012,8,0,1,2013-03-25,2.28571428571429,14,"Female","African American",602
"194",2013-04-10,32,911,6427012,6,0,0,2013-03-25,2.28571428571429,14,"Female","African American",602
"195",2013-04-10,45,911,6427012,8,0,0,2013-03-25,2.28571428571429,14,"Female","African American",602
"196",2013-04-10,44,911,6427012,6,0,0,2013-03-25,2.28571428571429,14,"Female","African American",602
"197",2013-05-01,9,911,6427012,4,0,0,2013-03-25,5.28571428571429,14,"Female","African American",602
"198",2013-05-01,8,911,6427012,4,0,0,2013-03-25,5.28571428571429,14,"Female","African American",602
"199",2013-05-01,18,911,6427012,4,0,0,2013-03-25,5.28571428571429,14,"Female","African American",602
"200",2013-05-01,20,911,6427012,4,0,0,2013-03-25,5.28571428571429,14,"Female","African American",602
"201",2013-05-06,25,911,6427012,2,0,0,2013-03-25,6,14,"Female","African American",602
"202",2013-05-06,38,911,6427012,2,0,1,2013-03-25,6,14,"Female","African American",602
"203",2013-05-06,34,911,6427012,2,0,1,2013-03-25,6,14,"Female","African American",602
"204",2013-05-06,27,911,6427012,2,0,0,2013-03-25,6,14,"Female","African American",602
"205",2013-05-06,27,911,6427012,2,0,0,2013-03-25,6,14,"Female","African American",602
"206",2013-05-06,26,911,6427012,2,0,0,2013-03-25,6,14,"Female","African American",602
"207",2013-05-06,37,911,6427012,2,0,0,2013-03-25,6,14,"Female","African American",602
"208",2013-03-25,7,911,6427013,0,0,2,2013-03-25,0,14,"Male","Hispanic",602
"209",2013-03-25,45,911,6427013,0,0,0,2013-03-25,0,14,"Male","Hispanic",602
"210",2013-03-27,15,911,6427013,1,2,1,2013-03-25,0.285714285714286,14,"Male","Hispanic",602
"211",2013-03-27,41,911,6427013,1,0,1,2013-03-25,0.285714285714286,14,"Male","Hispanic",602
"212",2013-03-27,43,911,6427013,1,0,1,2013-03-25,0.285714285714286,14,"Male","Hispanic",602
"213",2013-03-27,10,911,6427013,1,0,2,2013-03-25,0.285714285714286,14,"Male","Hispanic",602
"214",2013-03-27,32,911,6427013,1,0,0,2013-03-25,0.285714285714286,14,"Male","Hispanic",602
"215",2013-04-01,30,911,6427013,8,1,1,2013-03-25,1,14,"Male","Hispanic",602
"216",2013-04-01,33,911,6427013,2,0,1,2013-03-25,1,14,"Male","Hispanic",602
"217",2013-04-03,41,911,6427013,5,0,0,2013-03-25,1.28571428571429,14,"Male","Hispanic",602
"218",2013-05-06,35,911,6427013,3,0,0,2013-03-25,6,14,"Male","Hispanic",602
"219",2013-03-27,21,911,6427014,0,1,0,2013-03-27,0,14,"Female","African American",602
"220",2013-03-27,45,911,6427014,0,0,1,2013-03-27,0,14,"Female","African American",602
"221",2013-03-27,45,911,6427014,0,0,0,2013-03-27,0,14,"Female","African American",602
"222",2013-04-01,40,911,6427014,1,0,1,2013-03-27,0.714285714285714,14,"Female","African American",602
"223",2013-04-08,26,911,6427014,2,0,1,2013-03-27,1.71428571428571,14,"Female","African American",602
"224",2013-04-01,-7,911,6427015,0,0,2,2013-04-01,0,14,"Male","Caucasian",602
"225",2013-04-01,-19,911,6427015,0,0,1,2013-04-01,0,14,"Male","Caucasian",602
"226",2013-04-01,-17,911,6427015,0,1,2,2013-04-01,0,14,"Male","Caucasian",602
"227",2013-04-01,0,911,6427015,0,0,0,2013-04-01,0,14,"Male","Caucasian",602
"228",2013-04-01,-45,911,6427015,0,1,0,2013-04-01,0,14,"Male","Caucasian",602
"229",2013-04-01,10,911,6427015,0,0,0,2013-04-01,0,14,"Male","Caucasian",602
"230",2013-04-01,12,911,6427015,0,0,2,2013-04-01,0,14,"Male","Caucasian",602
"231",2013-04-01,19,911,6427015,0,0,0,2013-04-01,0,14,"Male","Caucasian",602
"232",2013-04-08,19,911,6427015,0,0,1,2013-04-01,1,14,"Male","Caucasian",602
"233",2013-04-08,27,911,6427015,0,0,0,2013-04-01,1,14,"Male","Caucasian",602
"234",2013-04-08,39,911,6427015,0,0,0,2013-04-01,1,14,"Male","Caucasian",602
"235",2013-04-08,11,911,6427015,1,0,2,2013-04-01,1,14,"Male","Caucasian",602
"236",2013-04-08,22,911,6427015,1,0,1,2013-04-01,1,14,"Male","Caucasian",602
"237",2013-04-08,21,911,6427015,1,0,0,2013-04-01,1,14,"Male","Caucasian",602
"238",2013-04-08,18,911,6427015,2,0,2,2013-04-01,1,14,"Male","Caucasian",602
"239",2013-04-10,21,911,6427015,8,0,2,2013-04-01,1.28571428571429,14,"Male","Caucasian",602
"240",2013-04-10,21,911,6427015,1,0,0,2013-04-01,1.28571428571429,14,"Male","Caucasian",602
"241",2013-04-10,16,911,6427015,2,0,1,2013-04-01,1.28571428571429,14,"Male","Caucasian",602
"242",2013-04-10,3,911,6427015,2,0,1,2013-04-01,1.28571428571429,14,"Male","Caucasian",602
"243",2013-04-10,20,911,6427015,2,0,0,2013-04-01,1.28571428571429,14,"Male","Caucasian",602
"244",2013-04-10,14,911,6427015,8,0,1,2013-04-01,1.28571428571429,14,"Male","Caucasian",602
"245",2013-04-10,-1,911,6427015,1,1,2,2013-04-01,1.28571428571429,14,"Male","Caucasian",602
"246",2013-04-10,50,911,6427015,8,0,2,2013-04-01,1.28571428571429,14,"Male","Caucasian",602
"247",2013-04-10,28,911,6427015,8,1,2,2013-04-01,1.28571428571429,14,"Male","Caucasian",602
"248",2013-05-15,18,911,6427015,5,1,0,2013-04-01,6.28571428571429,14,"Male","Caucasian",602
"249",2013-05-15,17,911,6427015,7,0,1,2013-04-01,6.28571428571429,14,"Male","Caucasian",602
"250",2013-05-15,23,911,6427015,5,0,0,2013-04-01,6.28571428571429,14,"Male","Caucasian",602
"251",2013-05-15,13,911,6427015,5,0,0,2013-04-01,6.28571428571429,14,"Male","Caucasian",602
"252",2013-05-15,12,911,6427015,5,0,0,2013-04-01,6.28571428571429,14,"Male","Caucasian",602
"253",2013-05-15,20,911,6427015,5,0,0,2013-04-01,6.28571428571429,14,"Male","Caucasian",602
"254",2013-07-08,35,911,6427016,0,0,0,2013-07-08,0,14,"Female","African American",602
"255",2013-07-08,35,911,6427016,0,0,0,2013-07-08,0,14,"Female","African American",602
"256",2013-07-08,33,911,6427016,0,0,0,2013-07-08,0,14,"Female","African American",602
"257",2013-07-08,19,911,6427016,0,1,0,2013-07-08,0,14,"Female","African American",602
"258",2013-07-08,22,911,6427016,0,0,0,2013-07-08,0,14,"Female","African American",602
"259",2013-07-08,-20,911,6427016,0,0,0,2013-07-08,0,14,"Female","African American",602
"260",2013-07-08,45,911,6427016,0,0,0,2013-07-08,0,14,"Female","African American",602
"261",2013-07-10,26,911,6427016,1,1,1,2013-07-08,0.285714285714286,14,"Female","African American",602
"262",2013-07-10,48,911,6427016,1,0,1,2013-07-08,0.285714285714286,14,"Female","African American",602
"263",2013-07-10,40,911,6427016,1,0,1,2013-07-08,0.285714285714286,14,"Female","African American",602
"264",2013-07-10,40,911,6427016,1,0,1,2013-07-08,0.285714285714286,14,"Female","African American",602
"265",2013-07-10,33,911,6427016,1,0,0,2013-07-08,0.285714285714286,14,"Female","African American",602
"266",2013-07-15,32,911,6427016,2,0,0,2013-07-08,1,14,"Female","African American",602
"267",2013-07-15,41,911,6427016,5,0,0,2013-07-08,1,14,"Female","African American",602
"268",2013-07-15,36,911,6427016,5,0,0,2013-07-08,1,14,"Female","African American",602
"269",2013-07-15,32,911,6427016,7,0,0,2013-07-08,1,14,"Female","African American",602
"270",2013-07-15,34,911,6427016,8,0,1,2013-07-08,1,14,"Female","African American",602
"271",2013-07-29,28,911,6427016,3,0,0,2013-07-08,3,14,"Female","African American",602
"272",2013-07-29,28,911,6427016,3,0,0,2013-07-08,3,14,"Female","African American",602
"273",2013-07-29,26,911,6427016,6,0,0,2013-07-08,3,14,"Female","African American",602
"274",2013-07-29,18,911,6427016,9,2,2,2013-07-08,3,14,"Female","African American",602
"275",2013-08-02,22,911,6427016,9,1,1,2013-07-08,3.57142857142857,14,"Female","African American",602
"276",2013-08-02,28,911,6427016,6,0,0,2013-07-08,3.57142857142857,14,"Female","African American",602
"277",2013-08-02,28,911,6427016,3,0,0,2013-07-08,3.57142857142857,14,"Female","African American",602
"278",2013-08-02,41,911,6427016,5,0,0,2013-07-08,3.57142857142857,14,"Female","African American",602
"279",2013-08-02,36,911,6427016,3,0,0,2013-07-08,3.57142857142857,14,"Female","African American",602
"280",2013-08-02,30,911,6427016,5,0,0,2013-07-08,3.57142857142857,14,"Female","African American",602
"281",2013-07-08,45,911,6427017,0,0,1,2013-07-08,0,14,"Male","African American",602
"282",2013-07-08,45,911,6427017,0,0,0,2013-07-08,0,14,"Male","African American",602
"283",2013-07-15,50,911,6427017,2,0,2,2013-07-08,1,14,"Male","African American",602
"284",2013-07-15,52,911,6427017,8,1,2,2013-07-08,1,14,"Male","African American",602
"285",2013-07-17,28,911,6427017,2,1,1,2013-07-08,1.28571428571429,14,"Male","African American",602
"286",2013-07-24,21,911,6427017,7,1,0,2013-07-08,2.28571428571429,14,"Male","African American",602
"287",2013-07-26,52,911,6427017,8,1,1,2013-07-08,2.57142857142857,14,"Male","African American",602
"288",2013-07-26,27,911,6427017,2,0,0,2013-07-08,2.57142857142857,14,"Male","African American",602
"289",2013-07-26,45,911,6427017,7,0,0,2013-07-08,2.57142857142857,14,"Male","African American",602
