"","row_id","player_id","school","wave","session","date","event_id","event_description","event_category","event_time","event_time_dbl","minigame_level","total_points","total_strikes","missed_safe_invitations","accepted_unsafe_invitations"
"279",972497,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",903,"Player hits Done button on NPC fact","People Sense","12M 37S",757,0,NA,NA,NA,NA
"280",972498,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",901,"Player selects an NPC","People Sense","12M 38S",758,0,NA,NA,NA,NA
"281",972499,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",904,"Player starts drag on NPC","People Sense","12M 38S",758,0,NA,NA,NA,NA
"282",972500,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",905,"Player drops an NPC in a rank slot","People Sense","12M 39S",759,0,NA,NA,NA,NA
"283",972501,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",901,"Player selects an NPC","People Sense","12M 40S",760,0,NA,NA,NA,NA
"284",972502,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",904,"Player starts drag on NPC","People Sense","12M 41S",761,0,NA,NA,NA,NA
"285",972503,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",905,"Player drops an NPC in a rank slot","People Sense","12M 41S",761,0,NA,NA,NA,NA
"286",972504,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",901,"Player selects an NPC","People Sense","12M 42S",762,0,NA,NA,NA,NA
"287",972505,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",902,"Player selects an NPC fact","People Sense","12M 43S",763,0,NA,NA,NA,NA
"288",972506,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",903,"Player hits Done button on NPC fact","People Sense","12M 46S",766,0,NA,NA,NA,NA
"289",972507,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",902,"Player selects an NPC fact","People Sense","12M 47S",767,0,NA,NA,NA,NA
"290",972508,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",903,"Player hits Done button on NPC fact","People Sense","12M 50S",770,0,NA,NA,NA,NA
"291",972509,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",902,"Player selects an NPC fact","People Sense","12M 51S",771,0,NA,NA,NA,NA
"292",972510,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",901,"Player selects an NPC","People Sense","12M 53S",773,0,NA,NA,NA,NA
"293",972511,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",903,"Player hits Done button on NPC fact","People Sense","12M 53S",773,0,NA,NA,NA,NA
"294",972512,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",904,"Player starts drag on NPC","People Sense","12M 53S",773,0,NA,NA,NA,NA
"295",972513,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",905,"Player drops an NPC in a rank slot","People Sense","12M 55S",775,0,NA,NA,NA,NA
"296",972514,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",901,"Player selects an NPC","People Sense","12M 56S",776,0,NA,NA,NA,NA
"297",972515,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",902,"Player selects an NPC fact","People Sense","12M 57S",777,0,NA,NA,NA,NA
"298",972516,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",903,"Player hits Done button on NPC fact","People Sense","12M 59S",779,0,NA,NA,NA,NA
"299",972517,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",902,"Player selects an NPC fact","People Sense","13M 0S",780,0,NA,NA,NA,NA
"300",972518,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",903,"Player hits Done button on NPC fact","People Sense","13M 1S",781,0,NA,NA,NA,NA
"301",972519,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",902,"Player selects an NPC fact","People Sense","13M 2S",782,0,NA,NA,NA,NA
"302",972520,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",903,"Player hits Done button on NPC fact","People Sense","13M 5S",785,0,NA,NA,NA,NA
"303",972521,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",902,"Player selects an NPC fact","People Sense","13M 6S",786,0,NA,NA,NA,NA
"304",972522,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",903,"Player hits Done button on NPC fact","People Sense","13M 23S",803,0,NA,NA,NA,NA
"305",972523,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",902,"Player selects an NPC fact","People Sense","13M 24S",804,0,NA,NA,NA,NA
"306",972524,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",903,"Player hits Done button on NPC fact","People Sense","13M 26S",806,0,NA,NA,NA,NA
"307",972525,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",901,"Player selects an NPC","People Sense","13M 27S",807,0,NA,NA,NA,NA
"308",972526,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",904,"Player starts drag on NPC","People Sense","13M 28S",808,0,NA,NA,NA,NA
"309",972527,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",905,"Player drops an NPC in a rank slot","People Sense","13M 30S",810,0,NA,NA,NA,NA
"310",972528,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",901,"Player selects an NPC","People Sense","13M 31S",811,0,NA,NA,NA,NA
"311",972529,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",902,"Player selects an NPC fact","People Sense","13M 33S",813,0,NA,NA,NA,NA
"312",972530,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",902,"Player selects an NPC fact","People Sense","13M 35S",815,0,NA,NA,NA,NA
"313",972531,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",903,"Player hits Done button on NPC fact","People Sense","13M 35S",815,0,NA,NA,NA,NA
"314",972532,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",901,"Player selects an NPC","People Sense","13M 38S",818,0,NA,NA,NA,NA
"315",972533,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",903,"Player hits Done button on NPC fact","People Sense","13M 38S",818,0,NA,NA,NA,NA
"316",972534,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",904,"Player starts drag on NPC","People Sense","13M 38S",818,0,NA,NA,NA,NA
"317",972535,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",905,"Player drops an NPC in a rank slot","People Sense","13M 39S",819,0,NA,NA,NA,NA
"318",972536,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",901,"Player selects an NPC","People Sense","13M 40S",820,0,NA,NA,NA,NA
"319",972537,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",902,"Player selects an NPC fact","People Sense","13M 41S",821,0,NA,NA,NA,NA
"320",972538,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",903,"Player hits Done button on NPC fact","People Sense","13M 43S",823,0,NA,NA,NA,NA
"321",972539,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",901,"Player selects an NPC","People Sense","13M 44S",824,0,NA,NA,NA,NA
"322",972540,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",904,"Player starts drag on NPC","People Sense","13M 44S",824,0,NA,NA,NA,NA
"323",972541,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",905,"Player drops an NPC in a rank slot","People Sense","13M 44S",824,0,NA,NA,NA,NA
"324",972542,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",906,"Ready for Invite button appears","People Sense","13M 44S",824,0,NA,NA,NA,NA
"325",972543,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",907,"Player hits Ready for Invites Button","People Sense","13M 46S",826,0,NA,NA,NA,NA
"326",972544,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",908,"Invitation appears","People Sense","13M 46S",826,0,NA,NA,NA,NA
"327",972545,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",909,"Player chooses response to invitation","People Sense","13M 50S",830,0,NA,NA,NA,NA
"328",972546,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",908,"Invitation appears","People Sense","13M 54S",834,0,NA,NA,NA,NA
"329",972547,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",910,"Player hits continue button after seeing invitation results panel","People Sense","13M 54S",834,0,NA,NA,NA,NA
"330",972548,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",909,"Player chooses response to invitation","People Sense","14M 4S",844,0,NA,NA,NA,NA
"331",972549,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",908,"Invitation appears","People Sense","14M 5S",845,0,NA,NA,NA,NA
"332",972550,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",910,"Player hits continue button after seeing invitation results panel","People Sense","14M 5S",845,0,NA,NA,NA,NA
"333",972551,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",909,"Player chooses response to invitation","People Sense","14M 10S",850,0,NA,NA,NA,NA
"334",972552,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",908,"Invitation appears","People Sense","14M 11S",851,0,NA,NA,NA,NA
"335",972553,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",910,"Player hits continue button after seeing invitation results panel","People Sense","14M 11S",851,0,NA,NA,NA,NA
"336",972554,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",909,"Player chooses response to invitation","People Sense","14M 15S",855,0,NA,NA,NA,NA
"337",972555,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",908,"Invitation appears","People Sense","14M 16S",856,0,NA,NA,NA,NA
"338",972556,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",910,"Player hits continue button after seeing invitation results panel","People Sense","14M 16S",856,0,NA,NA,NA,NA
"339",972557,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",909,"Player chooses response to invitation","People Sense","14M 20S",860,0,NA,NA,NA,NA
"340",972558,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",908,"Invitation appears","People Sense","14M 23S",863,0,NA,NA,NA,NA
"341",972559,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",910,"Player hits continue button after seeing invitation results panel","People Sense","14M 23S",863,0,NA,NA,NA,NA
"342",972560,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",909,"Player chooses response to invitation","People Sense","14M 26S",866,0,NA,NA,NA,NA
"343",972561,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",908,"Invitation appears","People Sense","14M 27S",867,0,NA,NA,NA,NA
"344",972562,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",910,"Player hits continue button after seeing invitation results panel","People Sense","14M 27S",867,0,NA,NA,NA,NA
"345",972563,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",909,"Player chooses response to invitation","People Sense","14M 30S",870,0,NA,NA,NA,NA
"346",972564,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",908,"Invitation appears","People Sense","14M 31S",871,0,NA,NA,NA,NA
"347",972565,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",910,"Player hits continue button after seeing invitation results panel","People Sense","14M 31S",871,0,NA,NA,NA,NA
"348",972566,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",909,"Player chooses response to invitation","People Sense","14M 33S",873,0,NA,NA,NA,NA
"349",972567,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",910,"Player hits continue button after seeing invitation results panel","People Sense","14M 34S",874,0,NA,NA,NA,NA
"350",972568,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",911,"Player hits continue button on final results panel","People Sense","14M 37S",877,0,33,1,0,1
"353",972571,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",900,"Player closes intro panel to start game","People Sense","14M 41S",881,0,NA,NA,NA,NA
"354",972572,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",901,"Player selects an NPC","People Sense","14M 42S",882,0,NA,NA,NA,NA
"355",972573,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",904,"Player starts drag on NPC","People Sense","14M 42S",882,0,NA,NA,NA,NA
"356",972574,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",902,"Player selects an NPC fact","People Sense","14M 43S",883,0,NA,NA,NA,NA
"357",972575,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",903,"Player hits Done button on NPC fact","People Sense","14M 44S",884,0,NA,NA,NA,NA
"358",972576,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",901,"Player selects an NPC","People Sense","14M 46S",886,0,NA,NA,NA,NA
"359",972577,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",904,"Player starts drag on NPC","People Sense","14M 46S",886,0,NA,NA,NA,NA
"360",972578,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",905,"Player drops an NPC in a rank slot","People Sense","14M 46S",886,0,NA,NA,NA,NA
"361",972579,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",901,"Player selects an NPC","People Sense","14M 47S",887,0,NA,NA,NA,NA
"362",972580,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",902,"Player selects an NPC fact","People Sense","14M 48S",888,0,NA,NA,NA,NA
"363",972581,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",903,"Player hits Done button on NPC fact","People Sense","14M 49S",889,0,NA,NA,NA,NA
"364",972582,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",902,"Player selects an NPC fact","People Sense","14M 50S",890,0,NA,NA,NA,NA
"365",972583,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",903,"Player hits Done button on NPC fact","People Sense","14M 51S",891,0,NA,NA,NA,NA
"366",972584,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",902,"Player selects an NPC fact","People Sense","14M 52S",892,0,NA,NA,NA,NA
"367",972585,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",902,"Player selects an NPC fact","People Sense","14M 53S",893,0,NA,NA,NA,NA
"368",972586,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",903,"Player hits Done button on NPC fact","People Sense","14M 53S",893,0,NA,NA,NA,NA
"369",972587,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",902,"Player selects an NPC fact","People Sense","14M 54S",894,0,NA,NA,NA,NA
"370",972588,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",903,"Player hits Done button on NPC fact","People Sense","14M 55S",895,0,NA,NA,NA,NA
"371",972589,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",901,"Player selects an NPC","People Sense","14M 56S",896,0,NA,NA,NA,NA
"372",972590,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",904,"Player starts drag on NPC","People Sense","14M 56S",896,0,NA,NA,NA,NA
"373",972591,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",901,"Player selects an NPC","People Sense","14M 57S",897,0,NA,NA,NA,NA
"374",972592,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",905,"Player drops an NPC in a rank slot","People Sense","14M 57S",897,0,NA,NA,NA,NA
"375",972593,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",902,"Player selects an NPC fact","People Sense","14M 59S",899,0,NA,NA,NA,NA
"376",972594,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",903,"Player hits Done button on NPC fact","People Sense","15M 0S",900,0,NA,NA,NA,NA
"377",972595,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",901,"Player selects an NPC","People Sense","15M 1S",901,0,NA,NA,NA,NA
"378",972596,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",904,"Player starts drag on NPC","People Sense","15M 1S",901,0,NA,NA,NA,NA
"379",972597,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",901,"Player selects an NPC","People Sense","15M 4S",904,0,NA,NA,NA,NA
"380",972598,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",904,"Player starts drag on NPC","People Sense","15M 4S",904,0,NA,NA,NA,NA
"381",972599,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",905,"Player drops an NPC in a rank slot","People Sense","15M 5S",905,0,NA,NA,NA,NA
"382",972600,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",901,"Player selects an NPC","People Sense","15M 6S",906,0,NA,NA,NA,NA
"383",972601,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",904,"Player starts drag on NPC","People Sense","15M 6S",906,0,NA,NA,NA,NA
"384",972602,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",902,"Player selects an NPC fact","People Sense","15M 7S",907,0,NA,NA,NA,NA
"385",972603,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",903,"Player hits Done button on NPC fact","People Sense","15M 8S",908,0,NA,NA,NA,NA
"386",972604,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",902,"Player selects an NPC fact","People Sense","15M 9S",909,0,NA,NA,NA,NA
"387",972605,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",903,"Player hits Done button on NPC fact","People Sense","15M 10S",910,0,NA,NA,NA,NA
"388",972606,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",902,"Player selects an NPC fact","People Sense","15M 11S",911,0,NA,NA,NA,NA
"389",972607,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",903,"Player hits Done button on NPC fact","People Sense","15M 11S",911,0,NA,NA,NA,NA
"390",972608,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",901,"Player selects an NPC","People Sense","15M 12S",912,0,NA,NA,NA,NA
"391",972609,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",904,"Player starts drag on NPC","People Sense","15M 12S",912,0,NA,NA,NA,NA
"392",972610,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",901,"Player selects an NPC","People Sense","15M 14S",914,0,NA,NA,NA,NA
"393",972611,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",905,"Player drops an NPC in a rank slot","People Sense","15M 14S",914,0,NA,NA,NA,NA
"394",972612,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",902,"Player selects an NPC fact","People Sense","15M 15S",915,0,NA,NA,NA,NA
"395",972613,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",902,"Player selects an NPC fact","People Sense","15M 16S",916,0,NA,NA,NA,NA
"396",972614,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",901,"Player selects an NPC","People Sense","15M 17S",917,0,NA,NA,NA,NA
"397",972615,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",903,"Player hits Done button on NPC fact","People Sense","15M 17S",917,0,NA,NA,NA,NA
"398",972616,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",904,"Player starts drag on NPC","People Sense","15M 17S",917,0,NA,NA,NA,NA
"399",972617,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",905,"Player drops an NPC in a rank slot","People Sense","15M 18S",918,0,NA,NA,NA,NA
"400",972618,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",906,"Ready for Invite button appears","People Sense","15M 18S",918,0,NA,NA,NA,NA
"401",972619,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",907,"Player hits Ready for Invites Button","People Sense","15M 19S",919,0,NA,NA,NA,NA
"402",972620,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",908,"Invitation appears","People Sense","15M 19S",919,0,NA,NA,NA,NA
"403",972621,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",909,"Player chooses response to invitation","People Sense","15M 22S",922,0,NA,NA,NA,NA
"404",972622,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",908,"Invitation appears","People Sense","15M 23S",923,0,NA,NA,NA,NA
"405",972623,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",910,"Player hits continue button after seeing invitation results panel","People Sense","15M 23S",923,0,NA,NA,NA,NA
"406",972624,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",909,"Player chooses response to invitation","People Sense","15M 28S",928,0,NA,NA,NA,NA
"407",972625,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",908,"Invitation appears","People Sense","15M 29S",929,0,NA,NA,NA,NA
"408",972626,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",910,"Player hits continue button after seeing invitation results panel","People Sense","15M 29S",929,0,NA,NA,NA,NA
"409",972627,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",908,"Invitation appears","People Sense","15M 33S",933,0,NA,NA,NA,NA
"410",972628,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 1","2014-02-11",909,"Player chooses response to invitation","People Sense","15M 33S",933,0,NA,NA,NA,NA
